4529,0.42
453,1.66
4531,0.43
4532,2.5
4533,0.43
4534,4
4535,0.95
4536,0.45
4587,1.9
4588,0.62
4589,0.26
4590,0.59
4591,2.58
4593,0.06
4594,3.06
4595,0.68
4596,1
4597,9.13
4598,1.87
4599,0.19
4600,0.82
4607,7
4608,5
4611,3.44
4617,1.4
4623,0.5
4624,0.22
4625,0.67
4627,0.65
4628,0.23
4629,0.89
4629c01,1.77
4866,2.4
4698,0.15
4714,2.8
4715,0.3
4716,0.6
4727,0.66
4728,0.62
4729,1.54
4730,2
4732,3.87
4733,0.45
4735,0.28
4736,0.47
4737,6.75
4738,2.21
4739,1.25
4740,0.28
4741,4.07
4742,3.77
4743,9.64
4744,4.05
4745,1.12
4746,2.5
4747,2.9
4748,2.75
4755,0.45
4757,1.94
4758,3.89
4760,12
4761,3.34
4762,0.22
4767,1
4771,1.05
4770,0.11
4784,12
4854,3.61
4855,2.41
4856,4.29
4857,2.93
4858,2.66
4858p01,2.66
4859,1.01
4870,0.83
4861,2
4862,0.34
4863,1.57
4864,1.09
4864bp10,0.9
4864ap01,0.97
4864ap02,0.96
4864ap03,0.9
4865,0.46
4865p01,0.65
4865p02,0.65
4865p06,0.65
4867,4.75
4868a,3.32
4869,1.08
4871,1.82
4872,5.81
4873,0.59
6628,0.24
5102,?
4688c01,5.6
3245b,1.47
551,8.67
32209,0.83
64567,0.19
30374,0.3
590,82.7
600,2.75
6003,4.25
6005,1
601,0.75
6014u,1
6015,2
6016,1.3
6019,0.25
6020,2.17
6024,146.34
6032,1.98
6035c01,1.4
6037,3.45
6039,1.23
604c01,3.3
6040,3.92
6041,0.95
6042,4.24
6043,3.34
6044,1.71
6046,8.53
6048,0.36
6056,3.5
6058,11.8
6060,2.1
6061,4.2
6063,6.5
6066,9.2
6069,2.28
6069ps1,2.28
606p01,97.5
606p02,98.75
606p33,100
6070,1.52
6079,2.46
607p01,99.2
608,96
6081,2.78
6082,19.7
6083,12.74
6084,6.85
6085,9.18
6087,3.24
608p01,104
608p02,100
608p03,102
6091,0.65
6099p02,96
6099p03,98
609p01,100.2
6100p01,106.05
6104,4.45
6105,4.5
6106,3.57
6107,3
6108,5.26
30279pb02,99
6111,3.8
6112,4.8
6117,0.5
6118,4.06
611p01,98
6120,0.47
6124,0.18
6126,0.23
612p01,107
6131,1.23
6134,0.47
613p01,95
6140,0.72
6152,3.35
6153a,5.1
6154,2.5
6156,2.68
6157,1.12
6159c01,3.38
6160c00,5.36
6165,24.02
6168c01,9.3
6177,5.49
6178,8.25
6179,1.94
6180,2.95
6182,2.07
6183,2.43
6187,0.91
6191,1.78
6192,2
6199,4.04
6200,8
6205,11.77
6212,9.5
6215,1.83
6217,0.44
6219,15.9
6222,3.57
6231,0.3
6232,1.65
6233,3
6235,6.25
6236,10.7
6238,2.25
6239,2.4
6246a,0.11
6246b,0.18
6246c,0.5
6246d,0.15
6246e,0.3
6248,1.5
6249,3.06
6252,7.57
6253,1.86
6259,3.92
6267,10.6
631,2.7
632,3.34
633,11.05
634,7
635,1.3
636,0.95
637,0.09
645,2.51
646,2.92
648,30
649p01,1
649p02,1
650,0.91
652,1.69
653,1.72
6536,0.39
6538,0.4
6539,1.19
654,0.09
6541,0.38
6542,0.7
6546,0.54
6551,5.13
6552,?
6553,0.42
6556,1.89
6558,0.31
6564,1.85
6565,1.85
6573,3.25
6575,0.7
6576,3.57
6579,13.5
6580,4
6581,14
6582,5.4
6583,1.99
6584u,21.53
6587,0.48
6588,4.5
6589,0.29
6592,2.01
6594,20.41
6595,7.28
6629,2.6
6630,2
6631,2
6632,0.45
6636,0.83
6637,6.6
6641,0.5
670,7
671,7
675p01,0.96
676,0.94
676p01,0.9
678,1.37
679,3
6923,26
6934a,1.73
6942,2.51
3139,0.4
700,36
2815,0.75
70163,11
702,4.39
7026,0.82
7039,1.6
7049,3.56
70501a,0.05
70501b,0.05
70501c,0.05
70501d,0.05
709,4.1
710,12.5
59,0.28
71075,0.35
71076,0.5
711,4.2
71137a,1.5
71184,0.38
712,4.25
713,4.25
71427c01,41.27
715,4.52
721,14.09
722,?
728,12.5
7284,0.95
729,22
73037,5.16
73071,1.9
73090a,55.65
73092,3.03
731c02,0.88
732,0.72
73312,4
73435,3.52
73436,3.5
735,3
73590c01a,0.65
73590c02a,0.6
736c01,26
741,2.98
751,0.55
752,0.09
75535,0.38
767,2.22
768,9
6216m,36.5
2586,0.51
772,1.51
772p01,1.4
777p01,1.2
777p02,1.2
777p03,1.2
777p04,1.2
7930,1.2
799,0.75
8,1
800,3.34
80039,0.95
80045,0.95
801,1.78
802,1.74
4512pb01,2.16
803,5
804,5.4
805,8
80547pb01,99
806,10
809,67
811,31
812,4.3
81294,1
813,25
814,0.8
815,2.5
816,0.3
817,9.5
818,5
820,21
821,2
823bc01,6
3626bpb0001,0.54
824,8
825,2.3
825p01,2.3
825p02,2.3
826,2.3
826p01,2.3
826p02,2.3
827,11
828,1.2
837,10.14
838,1.3
839,8.8
840,2.47
841,8.4
842,0.5
843,1.1
850,4.5
851a,2.9
852,1.6
870,8.28
871,?
872,?
873,0.5
874,0.7
879,2.93
890,0.4
30292,2.75
892,0.31
911,47
912,14
915,75
915p01,60
915p02,64
32192,0.69
9244c01,0.78
967,4.4
968,11.5
969,0.6
970,0.25
970p63,1.16
971,0.3
971p63,0.38
972,0.3
972p63,0.38
973,0.82
973p01,0.82
973p02,0.82
973ps1,0.82
973p14,0.82
973p16,0.82
973p17,0.82
973p18,0.82
973p19,0.83
973p20,0.82
973p21,0.82
973p22,0.82
973p23,0.82
973p24,0.82
973p25,0.82
973p26,0.82
973p27,0.82
973p28,0.82
973p29,0.82
973p31,0.82
973p32,0.82
973p33,0.82
973p34,0.82
973p36,0.82
973p40,0.82
973p41,0.8
973p43,0.82
973p44,0.82
973p46,0.82
973p47,0.82
973p48,0.82
973p49,0.82
973p50,0.82
973p51,0.82
973p52,0.82
973p60,0.82
973p61,0.82
973p62,0.82
973p63,0.82
973p64,0.82
973p66,0.82
973p68,0.82
973p90,0.82
982,0.15
981,0.15
983,0.09
989,1.18
6026c01,8.04
3011,12.2
30103,0.48
2546,0.85
6029a,0.18
3629,0.44
6965,5.99
30165,0.98
6228u,7
6129c02,22.5
6133,1.8
x66px1,0.84
30084,5
2550c01,2.32
4199,23
2924a,6.86
76147c01,10.3
4890,8.25
33213,37.25
30169,0.85
30091,0.55
2547c01,10
30115,0.33
x66px2,1.1
tent,2.39
2526,0.17
3878,0.57
2556,?
4839,5
3837,0.33
2439,1.31
32003,32.5
30402px1,51.65
30477px1,68.71
30400,17.7
2538,5.85
4790,2.5
6021,12.29
30086,14.5
6059,4.46
6578,4.75
2994,1.75
30194,0.5
30228,0.57
30153,0.22
30141,0.55
30154,0.31
33031,2.74
33172,0.37
33051,0.69
33078,0.21
33057,0.34
30238,0.38
30486c01,14.6
6256,0.93
6171,46
22239,0.19
6072,7.9
2495,1.58
30218,0.44
30239,1.92
4888,18
2211,19.5
4904,6
33006,3.1
6132,0.48
30135,0.4
30090,0.22
30167,0.46
6025,0.62
44658a,0.1
30377,0.15
2545,0.55
30362,0.91
4332,0.83
6246f,0.3
2550,1
30338,8
32125,1.25
30596,0.96
30293,2
6896a,30
6895a,30
33066,0.58
6883,11.5
33050,2.1
33023,0.38
6799,7
6905,8.9
6697,12
33007,9
32203,2.15
2513pb02,2.14
3070bp03,0.13
2672,47
3009pb027,2.5
3040p02,0.69
3040pb003,0.69
2490,5
30366,9.13
30173,0.2
30358,3.63
30117,15
30275,5.23
6860,40
6892pb01c01,140
6054,33.81
6007,11.29
2618,20.06
30366px3,9.2
30376,0.4
3652,1.2
970ps5,1.16
973p30,0.82
973p70,0.82
973ps5c01,1.25
973ps7c01,1.25
973ps2c01,1.25
973psm,0.82
2291,29
2300,18
2301,11
2302,8.5
2671,35.47
2670,9
2797c02,8
2793c01,11.2
6197u,10.2
2557,80
2558,?
2559,99
30413,1.02
2145,5.27
32132,2.625
2046,15
2475,2.6
70928,328
2474,0.74
4626,1.36
30212,8.14
2039,2
2610,0.76
69c01,0.59
6023,2.85
30158,1.95
742,5.46
743,14.04
6216,2.9
30131,9
6925,14
33005,11.3
30164,4
30163,6
30149,7.8
2564,1.42
7b,0.93
3137c02,2.44
2995,49.75
6121,9.26
2998,21
30237,1
30248,5.39
4071,7.5
4844,7.17
3004p22,0.83
3010pb006,1.69
30179,2.75
x81c00,5.3
30132,0.15
2562,0.2
2530,0.16
2561,0.37
32181,?
6064,2.93
6026,5
6028,1.5
6027,1
6128,1.12
6127,1.12
x184,27.6
6148,1.25
32271,2.63
32316,1.21
2551,15
30414,1.7
30387,2.12
30565,1.75
30283,4.21
30386,1.17
30540,1.06
30389,1.53
30554,0.56
30553,0.32
30552,0.33
30014,1.13
30193,0.15
2374,27
32569,3.18
32505,2.58
32573,5
32568,2.5
32571,3.53
32572,2.09
32575,1.8
32570,3.22
32565,2.5
32566,2.75
32574,2.53
32567,2.19
6125,1.28
30342,3.07
30286,2.56
30045,0.27
3822pb005,0.56
2454px1,3.49
2440pb008,2.2
71342,0.4
2454px2,3.49
4215ap08,2.4
x132,0.75
30408p02,1.03
4864px6,1
2345pb05,4.95
30408p01,1.07
40362px1,10.8
6668stk01,0.2
2890,69
32038,4.02
bb0047,2.4
6567c00,3.8
4066pb002,8
6129c01,17.59
30456,2.2
30459,2.38
30457,19.53
30323,1.63
2548,2
2547,8
30250px1,8.25
30250px2,7
3039px6,1.15
3039px2,1.15
3039px10,1.15
3039px11,1.15
3039px9,1.15
3039px8,1.15
3037px2,2.13
30085,1.76
4345px1,2.06
4346px1,0.8
4346px2,0.8
4346px3,0.8
2490px1,5.17
2490px2,5.17
2490px3,5.17
2490px4,5.17
3960p03,1.19
3960px3,1.19
3960px4,1.19
3960p02,1.19
x112,0.7
x158,2.03
30192,0.2
30229,0.2
3876,0.55
x110c01,4
30088,0.3
x120a,0.3
71182,0.33
71183,0.15
x141,1.05
x93,0.57
6069px1,2.28
6069px2,2.28
6069px3,2.28
6152apx1,3.58
6153apx1,5.2
6153apx2,5.2
2335px1,0.5
2335px7,0.5
2335px2,0.5
4346px5,0.8
3005ptD,0.46
